Number,Spanish Word,Spanish Sentence,English Word,English Sentence
403,ocupado,"Estaba muy ocupado revolviendo en su capa, buscando algo, pero pareci darse cuenta de que lo observaban porque, de pronto, mir al gato, que todava lo contemplaba con fijeza desde la otra punta de la calle.",[ocupado in English],[English translation]
404,oficina,"El seor Dursley siempre se sentaba de espaldas a la ventana, en su oficina del noveno piso.",[oficina in English],[English translation]
405,ojos,"Estaba seguro de que era el mismo, pues tena unas lneas idnticas alrededor de los ojos.",[ojos in English],[English translation]
406,olvidado,Haba olvidado a la gente con capa hasta que pas cerca de un grupo que estaba al lado de la panadera.,[olvidado in English],[English translation]
407,opinin,"Un nombre vulgar y horrible, si quieres mi opinin.",[opinin in English],[English translation]
408,opuesto,"La seora Potter era hermana de la seora Dursley, pero no se vean desde haca aos; tanto era as que la seora Dursley finga que no tena hermana, porque su hermana y su marido, un completo intil, eran lo ms opuesto a los Dursley que se pudiera imaginar.",[opuesto in English],[English translation]
409,orejeras,No me he ruborizado tanto desde que la seora Pomfrey me dijo que le gustaban mis nuevas orejeras.,[orejeras in English],[English translation]
410,orgullosos,"E CAPTULO UNO El nio que vivi L seor y la seora Dursley, que vivan en el nmero 4 de Privet Drive, estaban orgullosos de decir que eran muy normales, afortunadamente.",[orgullosos in English],[English translation]
411,oro,Dumbledore resopl mientras sacaba un reloj de oro del bolsillo y lo examinaba.,[oro in English],[English translation]
412,oscuras,Lo encendi otra vez y la siguiente lmpara qued a oscuras.,[oscuras in English],[English translation]
413,oscuro,Torci la cabeza en direccin a la ventana del oscuro saln de los Dursley.,[oscuro in English],[English translation]
414,palabra,"No lo mir, pero despus de un momento le dirigi la palabra.",[palabra in English],[English translation]
415,palabras,"Cuando regresaba con un dnut gigante en una bolsa de papel, alcanz a or unas pocas palabras de su conversacin.",[palabras in English],[English translation]
416,palanca,"Hagrid se sec las lgrimas con la manga de la chaqueta, se subi a la moto y le dio una patada a la palanca para poner el motor en marcha.",[palanca in English],[English translation]
417,palmada,"Lily y James no puedo creerlo No quiero creerlo Oh, Albus Dumbledore se acerc y le dio una palmada en la espalda.",[palmada in English],[English translation]
418,panadera,"Estuvo de muy buen humor hasta la hora de la comida, cuando decidi estirar las piernas y dirigirse a la panadera que estaba en la acera de enfrente.",[panadera in English],[English translation]
419,papel,"Cuando regresaba con un dnut gigante en una bolsa de papel, alcanz a or unas pocas palabras de su conversacin.",[papel in English],[English translation]
420,parda,Ninguno vio la gran lechuza parda que pasaba volando por la ventana.,[parda in English],[English translation]
421,pared,En aquel momento estaba sentado en la pared de su jardn.,[pared in English],[English translation]
422,paredes,"A las ocho y media, el seor Dursley cogi su maletn, bes a la seora Dursley en la mejilla y trat de despedirse de Dudley con un beso, aunque no pudo, ya que el nio tena un berrinche y estaba arrojando los cereales contra las paredes.",[paredes in English],[English translation]
423,parientes,"Si fuera as si se descubra que ellos eran parientes de unos bueno, crea que no podra soportarlo.",[parientes in English],[English translation]
424,partes,"Y, por ltimo, observadores de pjaros de todas partes han informado de que hoy las lechuzas de la nacin han tenido una conducta poco habitual.",[partes in English],[English translation]
425,pas,Haba olvidado a la gente con capa hasta que pas cerca de un grupo que estaba al lado de la panadera.,[pas in English],[English translation]
426,patada,"Hagrid se sec las lgrimas con la manga de la chaqueta, se subi a la moto y le dio una patada a la palanca para poner el motor en marcha.",[patada in English],[English translation]
427,patadas,"Y ese hijo que tienen Lo vi dando patadas a su madre mientras suban por la escalera, pidiendo caramelos a gritos.",[patadas in English],[English translation]
428,pauelo,"La profesora McGonagall sac un pauelo con puntilla y se lo pas por los ojos, por detrs de las gafas.",[pauelo in English],[English translation]
429,pedidos,Mientras iba a la ciudad en coche no pens ms que en los pedidos de taladros que esperaba conseguir aquel da.,[pedidos in English],[English translation]
430,pellizcado,"Ni que iba a pasar las prximas semanas pinchado y pellizcado por su primo Dudley No poda saber tampoco que, en aquel mismo momento, las personas que se reunan en secreto por todo el pas estaban levantando sus copas y diciendo, con voces quedas: Por Harry Potter el nio que vivi!",[pellizcado in English],[English translation]
431,pelo,"Era alto, delgado y muy anciano, a juzgar por su pelo y barba plateados, tan largos que podra sujetarlos con el cinturn.",[pelo in English],[English translation]
432,pensamiento,"Su ltimo y consolador pensamiento antes de quedarse dormido fue que, aunque los Potter estuvieran implicados en los sucesos, no haba razn para que se acercaran a l y a la seora Dursley.",[pensamiento in English],[English translation]
433,pensamientos,El seor Dursley mene la cabeza y alej al gato de sus pensamientos.,[pensamientos in English],[English translation]
434,pequea,"Una mano pequea se cerr sobre la carta y sigui durmiendo, sin saber que era famoso, sin saber que en unas pocas horas le hara despertar el grito de la seora Dursley, cuando abriera la puerta principal para sacar las botellas de leche.",[pequea in English],[English translation]
435,pequeo,"Los Dursley tenan un hijo pequeo llamado Dudley, y para ellos no haba un nio mejor que l.",[pequeo in English],[English translation]
436,pequeos,"Si alguien hubiera mirado por la ventana en aquel momento, aunque fuera la seora Dursley con sus ojos como cuentas, pequeos y brillantes, no habra podido ver lo que suceda en la calle.",[pequeos in English],[English translation]
437,pequeos,"Si alguien hubiera mirado por la ventana en aquel momento, aunque fuera la seora Dursley con sus ojos como cuentas, pequeos y brillantes, no habra podido ver lo que suceda en la calle.",[pequeos in English],[English translation]
438,perfecto,Yo tengo una en la rodilla izquierda que es un diagrama perfecto del metro de Londres.,[perfecto in English],[English translation]
439,permetro,Tena doce manecillas y ningn nmero; pequeos planetas se movan por el permetro del crculo.,[permetro in English],[English translation]
440,perro,"Entonces, sbitamente, Hagrid dej escapar un aullido, como si fuera un perro herido.",[perro in English],[English translation]
441,persona,"Como le deca, aunque Quien-usted-sabe se haya ido Mi querida profesora, estoy seguro de que una persona sensata como usted puede llamarlo por su nombre, verdad?",[persona in English],[English translation]
442,personas,"Eran las ltimas personas que se esperara encontrar relacionadas con algo extrao o misterioso, porque no estaban para tales tonteras.",[personas in English],[English translation]
443,pesada,"Aument hasta ser un rugido mientras los dos miraban hacia el cielo, y entonces una pesada moto cay del aire y aterriz en el camino, frente a ellos.",[pesada in English],[English translation]
444,pese,"Pese a que las lechuzas habitualmente cazan durante la noche y es muy difcil verlas a la luz del da, se han producido cientos de avisos sobre el vuelo de estas aves en todas direcciones, desde la salida del sol.",[pese in English],[English translation]
445,petrificado,"Los Potter, eso es, eso es lo que he odo S, su hijo, Harry El seor Dursley se qued petrificado.",[petrificado in English],[English translation]
446,pie,"grit la profesora, ponindose de pie de un salto y sealando al nmero 4.",[pie in English],[English translation]
447,piernas,"Estuvo de muy buen humor hasta la hora de la comida, cuando decidi estirar las piernas y dirigirse a la panadera que estaba en la acera de enfrente.",[piernas in English],[English translation]
448,pies,"Sus manos tenan el mismo tamao que las tapas del cubo de la basura y sus pies, calzados con botas de cuero, parecan cras de delfn.",[pies in English],[English translation]
449,pinchado,"Ni que iba a pasar las prximas semanas pinchado y pellizcado por su primo Dudley No poda saber tampoco que, en aquel mismo momento, las personas que se reunan en secreto por todo el pas estaban levantando sus copas y diciendo, con voces quedas: Por Harry Potter el nio que vivi!",[pinchado in English],[English translation]
450,piso,"El seor Dursley siempre se sentaba de espaldas a la ventana, en su oficina del noveno piso.",[piso in English],[English translation]
451,pjaros,"Y, por ltimo, observadores de pjaros de todas partes han informado de que hoy las lechuzas de la nacin han tenido una conducta poco habitual.",[pjaros in English],[English translation]
452,planetas,Tena doce manecillas y ningn nmero; pequeos planetas se movan por el permetro del crculo.,[planetas in English],[English translation]
453,plano,Al llegar a la esquina percibi el primer indicio de que suceda algo raro: un gato estaba mirando un plano de la ciudad.,[plano in English],[English translation]
454,plano,Al llegar a la esquina percibi el primer indicio de que suceda algo raro: un gato estaba mirando un plano de la ciudad.,[plano in English],[English translation]
455,planos,"Mientras el seor Dursley daba la vuelta a la esquina y suba por la calle, observ al gato por el espejo retrovisor: en aquel momento el felino estaba leyendo el rtulo que deca Privet Drive (no poda ser, los gatos no saben leer los rtulos ni los planos).",[planos in English],[English translation]
456,plata,Pareca un encendedor de plata.,[plata in English],[English translation]
457,plateados,"Era alto, delgado y muy anciano, a juzgar por su pelo y barba plateados, tan largos que podra sujetarlos con el cinturn.",[plateados in English],[English translation]
458,plena,"La gente se ha vuelto completamente descuidada, sale a las calles a plena luz del da, ni siquiera se pone la ropa de los muggles, intercambia rumores Lanz una mirada cortante y de soslayo hacia Dumbledore, como si esperara que ste le contestara algo.",[plena in English],[English translation]
459,pleno,"No vio las lechuzas que volaban en pleno da, aunque en la calle s que las vean y las sealaban con la boca abierta, mientras las aves desfilaban una tras otra.",[pleno in English],[English translation]
460,pobrecito,"Pero no puedo soportarlo Lily y James muertos y el pobrecito Harry tendr que vivir con muggles S, s, es todo muy triste, pero domnate, Hagrid, o van a descubrirnos susurr la profesora McGonagall, dando una palmada en un brazo de Hagrid, mientras Dumbledore pasaba sobre la verja del jardn e iba hasta la puerta que haba enfrente.",[pobrecito in English],[English translation]
461,poderes,Voldemort tena poderes que yo nunca tuve.,[poderes in English],[English translation]
462,podra,Podra llamarse Harvey.,[podra in English],[English translation]
463,podrn,Sus tos podrn explicrselo todo cuando sea mayor.,[podrn in English],[English translation]
464,poquito,"Yo crea que seran un poquito ms prudentes, pero no Hasta los muggles se han dado cuenta de que algo sucede!",[poquito in English],[English translation]
465,preocupado,"Pero de todos modos, aquella gente de la capa Aquella tarde le cost concentrarse en los taladros, y cuando dej el edificio, a las cinco en punto, estaba todava tan preocupado que, sin darse cuenta, choc con un hombre que estaba en la puerta.",[preocupado in English],[English translation]
466,preparado,"No se da cuenta de que ser mucho mejor que crezca lejos de todo, hasta que est preparado para asimilarlo?",[preparado in English],[English translation]
467,primo,"Ni que iba a pasar las prximas semanas pinchado y pellizcado por su primo Dudley No poda saber tampoco que, en aquel mismo momento, las personas que se reunan en secreto por todo el pas estaban levantando sus copas y diciendo, con voces quedas: Por Harry Potter el nio que vivi!",[primo in English],[English translation]
468,principal,"Una mano pequea se cerr sobre la carta y sigui durmiendo, sin saber que era famoso, sin saber que en unas pocas horas le hara despertar el grito de la seora Dursley, cuando abriera la puerta principal para sacar las botellas de leche.",[principal in English],[English translation]
469,problema,"S que usted no tiene ese problema observ la profesora McGonagall, entre la exasperacin y la admiracin.",[problema in English],[English translation]
470,problemas,"Mientras coman, le inform de los problemas de la seora Puerta Contigua con su hija, y le cont que Dudley haba aprendido una nueva frase (no lo har!).",[problemas in English],[English translation]
471,profesor,"De pronto observ la capa del profesor, como si pensara que poda tener escondido a Harry.",[profesor in English],[English translation]
472,profesora,"Me alegro de verla aqu, profesora McGonagall.",[profesora in English],[English translation]
473,profesora,"Me alegro de verla aqu, profesora McGonagall.",[profesora in English],[English translation]
474,prometerles,Pero puedo prometerles una noche lluviosa.,[prometerles in English],[English translation]
475,pronstico,"Y ahora, de nuevo con Jim McGuffin y el pronstico del tiempo.",[pronstico in English],[English translation]
476,prpura,"Llevaba una tnica larga, una capa color prpura que barra el suelo y botas con tacn alto y hebillas.",[prpura in English],[English translation]
477,prudentes,"Yo crea que seran un poquito ms prudentes, pero no Hasta los muggles se han dado cuenta de que algo sucede!",[prudentes in English],[English translation]
478,prximas,"Ni que iba a pasar las prximas semanas pinchado y pellizcado por su primo Dudley No poda saber tampoco que, en aquel mismo momento, las personas que se reunan en secreto por todo el pas estaban levantando sus copas y diciendo, con voces quedas: Por Harry Potter el nio que vivi!",[prximas in English],[English translation]
479,ptica,Deba de haber sido una ilusin ptica.,[ptica in English],[English translation]
480,publicitaria,Pero entonces se le ocurri que deba de ser alguna tontera publicitaria; era evidente que aquella gente haca una colecta para algo.,[publicitaria in English],[English translation]
481,puerta,"Pero de todos modos, aquella gente de la capa Aquella tarde le cost concentrarse en los taladros, y cuando dej el edificio, a las cinco en punto, estaba todava tan preocupado que, sin darse cuenta, choc con un hombre que estaba en la puerta.",[puerta in English],[English translation]
482,pulcros,Una brisa agit los pulcros setos de Privet Drive.,[pulcros in English],[English translation]
483,punta,"Estaba muy ocupado revolviendo en su capa, buscando algo, pero pareci darse cuenta de que lo observaban porque, de pronto, mir al gato, que todava lo contemplaba con fijeza desde la otra punta de la calle.",[punta in English],[English translation]
484,puntilla,"La profesora McGonagall sac un pauelo con puntilla y se lo pas por los ojos, por detrs de las gafas.",[puntilla in English],[English translation]
485,punto,"Pero de todos modos, aquella gente de la capa Aquella tarde le cost concentrarse en los taladros, y cuando dej el edificio, a las cinco en punto, estaba todava tan preocupado que, sin darse cuenta, choc con un hombre que estaba en la puerta.",[punto in English],[English translation]
486,qued,"Los Potter, eso es, eso es lo que he odo S, su hijo, Harry El seor Dursley se qued petrificado.",[qued in English],[English translation]
487,quedas,"Ni que iba a pasar las prximas semanas pinchado y pellizcado por su primo Dudley No poda saber tampoco que, en aquel mismo momento, las personas que se reunan en secreto por todo el pas estaban levantando sus copas y diciendo, con voces quedas: Por Harry Potter el nio que vivi!",[quedas in English],[English translation]
488,querida,"Eh Petunia, querida, has sabido ltimamente algo sobre tu hermana?",[querida in English],[English translation]
489,querida,"Eh Petunia, querida, has sabido ltimamente algo sobre tu hermana?",[querida in English],[English translation]
490,querido,"Al contrario, su rostro se ilumin con una amplia sonrisa, mientras deca con una voz tan chillona que llamaba la atencin de los que pasaban: No se disculpe, mi querido seor, porque hoy nada puede molestarme!",[querido in English],[English translation]
491,quien-usted-sabe,"Hay que alegrarse, porque Quien-usted-sabe finalmente se ha ido!",[quien-usted-sabe in English],[English translation]
492,raro,Al llegar a la esquina percibi el primer indicio de que suceda algo raro: un gato estaba mirando un plano de la ciudad.,[raro in English],[English translation]
493,razn,El nio era otra buena razn para mantener alejados a los Potter: no queran que Dudley se juntara con un nio como aqul.,[razn in English],[English translation]
494,razn,El nio era otra buena razn para mantener alejados a los Potter: no queran que Dudley se juntara con un nio como aqul.,[razn in English],[English translation]
495,recibido,"Albus Dumbledore no pareca darse cuenta de que haba llegado a una calle en donde todo lo suyo, desde su nombre hasta sus botas, era mal recibido.",[recibido in English],[English translation]
496,recogido,Su cabello negro estaba recogido en un moo.,[recogido in English],[English translation]
497,regaadientes,No estoy diciendo que su corazn no est donde debe estar dijo a regaadientes la profesora McGonagall.,[regaadientes in English],[English translation]
498,regin,Pero nada haba en aquel nublado cielo que sugiriera los acontecimientos extraos y misteriosos que poco despus tendran lugar en toda la regin.,[regin in English],[English translation]
499,relacionadas,"Eran las ltimas personas que se esperara encontrar relacionadas con algo extrao o misterioso, porque no estaban para tales tonteras.",[relacionadas in English],[English translation]
500,relmpago,"Bajo una mata de pelo negro azabache, sobre la frente, pudieron ver una cicatriz con una forma curiosa, como un relmpago.",[relmpago in English],[English translation]
501,reloj,Dumbledore resopl mientras sacaba un reloj de oro del bolsillo y lo examinaba.,[reloj in English],[English translation]
502,reprochrselo,Y no poda reprochrselo.,[reprochrselo in English],[English translation]
503,resopl,La profesora McGonagall resopl enfadada.,[resopl in English],[English translation]
504,resplandor,"Lo hizo funcionar una vez y todas las luces de la calle se encendieron, de manera que Privet Drive se ilumin con un resplandor anaranjado, y pudo ver a un gato atigrado que se escabulla por una esquina, en el otro extremo de la calle.",[resplandor in English],[English translation]
505,respondi,No respondi en tono cortante.,[respondi in English],[English translation]
506,respondi,No respondi en tono cortante.,[respondi in English],[English translation]
507,respuesta,La profesora McGonagall se son la nariz por toda respuesta.,[respuesta in English],[English translation]
508,retrovisor,"Mientras el seor Dursley daba la vuelta a la esquina y suba por la calle, observ al gato por el espejo retrovisor: en aquel momento el felino estaba leyendo el rtulo que deca Privet Drive (no poda ser, los gatos no saben leer los rtulos ni los planos).",[retrovisor in English],[English translation]
509,revuelto,"Se poda decir que era demasiado grande para que lo aceptaran y, adems, tan desaliado Cabello negro, largo y revuelto, y una barba que le cubra casi toda la cara.",[revuelto in English],[English translation]
510,rigidez,Eso creo respondi la seora Dursley con rigidez.,[rigidez in English],[English translation]
511,rodilla,Yo tengo una en la rodilla izquierda que es un diagrama perfecto del metro de Londres.,[rodilla in English],[English translation]
512,rollizo,"Era un hombre corpulento y rollizo, casi sin cuello, aunque con un bigote inmenso.",[rollizo in English],[English translation]
513,ronca,Aj respondi Hagrid con voz ronca.,[ronca in English],[English translation]
514,ropa,El seor Dursley no soportaba a la gente que llevaba ropa ridcula.,[ropa in English],[English translation]
515,rostro,"Al contrario, su rostro se ilumin con una amplia sonrisa, mientras deca con una voz tan chillona que llamaba la atencin de los que pasaban: No se disculpe, mi querido seor, porque hoy nada puede molestarme!",[rostro in English],[English translation]
516,rtulo,"Mientras el seor Dursley daba la vuelta a la esquina y suba por la calle, observ al gato por el espejo retrovisor: en aquel momento el felino estaba leyendo el rtulo que deca Privet Drive (no poda ser, los gatos no saben leer los rtulos ni los planos).",[rtulo in English],[English translation]
517,rtulos,"Mientras el seor Dursley daba la vuelta a la esquina y suba por la calle, observ al gato por el espejo retrovisor: en aquel momento el felino estaba leyendo el rtulo que deca Privet Drive (no poda ser, los gatos no saben leer los rtulos ni los planos).",[rtulos in English],[English translation]
518,rubia,"La seora Dursley era delgada, rubia y tena un cuello casi el doble de largo de lo habitual, lo que le resultaba muy til, ya que pasaba la mayor parte del tiempo estirndolo por encima de la valla de los jardines para espiar a sus vecinos.",[rubia in English],[English translation]
519,rugido,"Aument hasta ser un rugido mientras los dos miraban hacia el cielo, y entonces una pesada moto cay del aire y aterriz en el camino, frente a ellos.",[rugido in English],[English translation]
520,ruido,Un ruido sordo rompi el silencio que los rodeaba.,[ruido in English],[English translation]
521,ruidoso,"El seor Dursley canturreaba mientras se pona su corbata ms sosa para ir al trabajo, y la seora Dursley parloteaba alegremente mientras instalaba al ruidoso Dudley en la silla alta.",[ruidoso in English],[English translation]
522,rumor,"Y aquel rumor, aquel cuchicheo sobre los Potter La seora Dursley entr en el comedor con dos tazas de t.",[rumor in English],[English translation]
523,rumores,"La gente se ha vuelto completamente descuidada, sale a las calles a plena luz del da, ni siquiera se pone la ropa de los muggles, intercambia rumores Lanz una mirada cortante y de soslayo hacia Dumbledore, como si esperara que ste le contestara algo.",[rumores in English],[English translation]
524,sala,"Tunante, dijo entre dientes el seor Dursley mientras sala de la casa.",[sala in English],[English translation]
525,salida,"Pese a que las lechuzas habitualmente cazan durante la noche y es muy difcil verlas a la luz del da, se han producido cientos de avisos sobre el vuelo de estas aves en todas direcciones, desde la salida del sol.",[salida in English],[English translation]
526,salto,"grit la profesora, ponindose de pie de un salto y sealando al nmero 4.",[salto in English],[English translation]
527,saludndola,"Nos veremos pronto, espero, profesora McGonagall dijo Dumbledore, saludndola con una inclinacin de cabeza.",[saludndola in English],[English translation]
528,sbita,"Un hombre apareci en la esquina que el gato haba estado observando, y lo hizo tan sbita y silenciosamente que se podra pensar que haba surgido de la tierra.",[sbita in English],[English translation]
529,sbitamente,"Entonces, sbitamente, Hagrid dej escapar un aullido, como si fuera un perro herido.",[sbitamente in English],[English translation]
530,seales,"El seor Dursley cay en un sueo intranquilo, pero el gato que estaba sentado en la pared del jardn no mostraba seales de adormecerse.",[seales in English],[English translation]
531,secretaria,"Dijo a gritos a su secretaria que no quera que le molestaran, cogi el telfono y, cuando casi haba terminado de marcar los nmeros de su casa, cambi de idea.",[secretaria in English],[English translation]
532,secreto,"Los Dursley tenan todo lo que queran, pero tambin tenan un secreto, y su mayor temor era que lo descubriesen: no habran soportado que se supiera lo de los Potter.",[secreto in English],[English translation]
533,segua,Todava segua decidido a no decirle nada a su esposa.,[segua in English],[English translation]
534,seguro,Estaba seguro de que haba muchsimas personas que se llamaban Potter y que tenan un hijo llamado Harry.,[seguro in English],[English translation]
535,semana,"Es la semana que viene, seores!",[semana in English],[English translation]
536,semanas,"Ni que iba a pasar las prximas semanas pinchado y pellizcado por su primo Dudley No poda saber tampoco que, en aquel mismo momento, las personas que se reunan en secreto por todo el pas estaban levantando sus copas y diciendo, con voces quedas: Por Harry Potter el nio que vivi!",[semanas in English],[English translation]
537,sensacin,"Oh, s dijo el seor Dursley, con una espantosa sensacin de abatimiento.",[sensacin in English],[English translation]
538,sensata,"Como le deca, aunque Quien-usted-sabe se haya ido Mi querida profesora, estoy seguro de que una persona sensata como usted puede llamarlo por su nombre, verdad?",[sensata in English],[English translation]
539,sentado,En aquel momento estaba sentado en la pared de su jardn.,[sentado in English],[English translation]
540,sentido,"No tena sentido preocupar a la seora Dursley, siempre se trastornaba mucho ante cualquier mencin de su hermana.",[sentido in English],[English translation]
541,seor,"E CAPTULO UNO El nio que vivi L seor y la seora Dursley, que vivan en el nmero 4 de Privet Drive, estaban orgullosos de decir que eran muy normales, afortunadamente.",[seor in English],[English translation]
542,seora,"E CAPTULO UNO El nio que vivi L seor y la seora Dursley, que vivan en el nmero 4 de Privet Drive, estaban orgullosos de decir que eran muy normales, afortunadamente.",[seora in English],[English translation]
543,seores,"Es la semana que viene, seores!",[seores in English],[English translation]
544,seria,"Exactamente dijo Dumbledore, con mirada muy seria por encima de sus gafas.",[seria in English],[English translation]
545,setos,Una brisa agit los pulcros setos de Privet Drive.,[setos in English],[English translation]
546,severa,Slo le dirigi una mirada severa.,[severa in English],[English translation]
547,severo,"En su lugar, le diriga la sonrisa a una mujer de aspecto severo que llevaba gafas de montura cuadrada, que recordaban las lneas que haba alrededor de los ojos del gato.",[severo in English],[English translation]
548,silencio,Un ruido sordo rompi el silencio que los rodeaba.,[silencio in English],[English translation]
549,silenciosa,La calle permaneca silenciosa bajo un cielo de color tinta.,[silenciosa in English],[English translation]
550,silla,"El seor Dursley canturreaba mientras se pona su corbata ms sosa para ir al trabajo, y la seora Dursley parloteaba alegremente mientras instalaba al ruidoso Dudley en la silla alta.",[silla in English],[English translation]
551,silln,El seor Dursley se qued congelado en su silln.,[silln in English],[English translation]
552,siquiera,La mayora de aquellas personas no haba visto una lechuza ni siquiera de noche.,[siquiera in English],[English translation]
553,slo,Slo le dirigi una mirada severa.,[slo in English],[English translation]
554,sobrino,"Y pensndolo mejor, ni siquiera estaba seguro de que su sobrino se llamara Harry.",[sobrino in English],[English translation]
555,sol,"Pese a que las lechuzas habitualmente cazan durante la noche y es muy difcil verlas a la luz del da, se han producido cientos de avisos sobre el vuelo de estas aves en todas direcciones, desde la salida del sol.",[sol in English],[English translation]
556,sonrisa,"Al contrario, su rostro se ilumin con una amplia sonrisa, mientras deca con una voz tan chillona que llamaba la atencin de los que pasaban: No se disculpe, mi querido seor, porque hoy nada puede molestarme!",[sonrisa in English],[English translation]
557,sordo,Un ruido sordo rompi el silencio que los rodeaba.,[sordo in English],[English translation]
558,sosa,"El seor Dursley canturreaba mientras se pona su corbata ms sosa para ir al trabajo, y la seora Dursley parloteaba alegremente mientras instalaba al ruidoso Dudley en la silla alta.",[sosa in English],[English translation]
559,soslayo,"La gente se ha vuelto completamente descuidada, sale a las calles a plena luz del da, ni siquiera se pone la ropa de los muggles, intercambia rumores Lanz una mirada cortante y de soslayo hacia Dumbledore, como si esperara que ste le contestara algo.",[soslayo in English],[English translation]
560,sostena,En sus enormes brazos musculosos sostena un bulto envuelto en mantas.,[sostena in English],[English translation]
561,sucesos,"Su ltimo y consolador pensamiento antes de quedarse dormido fue que, aunque los Potter estuvieran implicados en los sucesos, no haba razn para que se acercaran a l y a la seora Dursley.",[sucesos in English],[English translation]
562,suelo,"Perdn gru, mientras el diminuto viejo se tambaleaba y casi caa al suelo.",[suelo in English],[English translation]
563,sueo,Los expertos son incapaces de explicar la causa por la que las lechuzas han cambiado sus horarios de sueo.,[sueo in English],[English translation]
564,suerte,"Buena suerte, Harry murmur.",[suerte in English],[English translation]
565,suficiente,Sera suficiente para marear a cualquier nio.,[suficiente in English],[English translation]
566,sujetarlos,"Era alto, delgado y muy anciano, a juzgar por su pelo y barba plateados, tan largos que podra sujetarlos con el cinturn.",[sujetarlos in English],[English translation]
567,surgido,"Un hombre apareci en la esquina que el gato haba estado observando, y lo hizo tan sbita y silenciosamente que se podra pensar que haba surgido de la tierra.",[surgido in English],[English translation]
568,taladros,"El seor Dursley era el director de una empresa llamada Grunnings, que fabricaba taladros.",[taladros in English],[English translation]
569,tamao,"Sus manos tenan el mismo tamao que las tapas del cubo de la basura y sus pies, calzados con botas de cuero, parecan cras de delfn.",[tamao in English],[English translation]
570,tapas,"Sus manos tenan el mismo tamao que las tapas del cubo de la basura y sus pies, calzados con botas de cuero, parecan cras de delfn.",[tapas in English],[English translation]
571,tazas,"Y aquel rumor, aquel cuchicheo sobre los Potter La seora Dursley entr en el comedor con dos tazas de t.",[tazas in English],[English translation]
572,telefnicas,Hizo llamadas telefnicas importantes y volvi a gritar.,[telefnicas in English],[English translation]
573,telespectadores,"Telespectadores de lugares tan apartados como Kent, Yorkshire y Dundee han telefoneado para decirme que en lugar de la lluvia que promet ayer tuvieron un chaparrn de estrellas fugaces!",[telespectadores in English],[English translation]
574,telfono,"Dijo a gritos a su secretaria que no quera que le molestaran, cogi el telfono y, cuando casi haba terminado de marcar los nmeros de su casa, cambi de idea.",[telfono in English],[English translation]
575,tema,"No dijo nada ms sobre el tema, y subieron a acostarse.",[tema in English],[English translation]
576,temor,"Los Dursley tenan todo lo que queran, pero tambin tenan un secreto, y su mayor temor era que lo descubriesen: no habran soportado que se supiera lo de los Potter.",[temor in English],[English translation]
577,tendr,Tendr esa cicatriz para siempre.,[tendr in English],[English translation]
578,terminado,"Dijo a gritos a su secretaria que no quera que le molestaran, cogi el telfono y, cuando casi haba terminado de marcar los nmeros de su casa, cambi de idea.",[terminado in English],[English translation]
579,tiempo,"La seora Dursley era delgada, rubia y tena un cuello casi el doble de largo de lo habitual, lo que le resultaba muy til, ya que pasaba la mayor parte del tiempo estirndolo por encima de la valla de los jardines para espiar a sus vecinos.",[tiempo in English],[English translation]
580,tierra,"Un hombre apareci en la esquina que el gato haba estado observando, y lo hizo tan sbita y silenciosamente que se podra pensar que haba surgido de la tierra.",[tierra in English],[English translation]
581,tieso,"Mi querida profesora, nunca he visto a un gato tan tieso.",[tieso in English],[English translation]
582,tieso,"Mi querida profesora, nunca he visto a un gato tan tieso.",[tieso in English],[English translation]
583,til,"La seora Dursley era delgada, rubia y tena un cuello casi el doble de largo de lo habitual, lo que le resultaba muy til, ya que pasaba la mayor parte del tiempo estirndolo por encima de la valla de los jardines para espiar a sus vecinos.",[til in English],[English translation]
584,tiles,Las cicatrices pueden ser tiles.,[tiles in English],[English translation]
585,tinta,La calle permaneca silenciosa bajo un cielo de color tinta.,[tinta in English],[English translation]
586,titilante,La luz titilante que los ojos de Dumbledore irradiaban habitualmente pareca haberlos abandonado.,[titilante in English],[English translation]
587,tnica,"Llevaba una tnica larga, una capa color prpura que barra el suelo y botas con tacn alto y hebillas.",[tnica in English],[English translation]
588,todava,"Pero de todos modos, aquella gente de la capa Aquella tarde le cost concentrarse en los taladros, y cuando dej el edificio, a las cinco en punto, estaba todava tan preocupado que, sin darse cuenta, choc con un hombre que estaba en la puerta.",[todava in English],[English translation]
589,tono,No respondi en tono cortante.,[tono in English],[English translation]
590,tontera,Pero entonces se le ocurri que deba de ser alguna tontera publicitaria; era evidente que aquella gente haca una colecta para algo.,[tontera in English],[English translation]
591,tonteras,"Eran las ltimas personas que se esperara encontrar relacionadas con algo extrao o misterioso, porque no estaban para tales tonteras.",[tonteras in English],[English translation]
592,torcida,"Tena una nariz muy larga y torcida, como si se la hubiera fracturado alguna vez.",[torcida in English],[English translation]
593,tormenta,"Nuestra historia comienza cuando el seor y la seora Dursley se despertaron un martes, con un cielo cubierto de nubes grises que amenazaban tormenta.",[tormenta in English],[English translation]
594,trabajo,"El seor Dursley canturreaba mientras se pona su corbata ms sosa para ir al trabajo, y la seora Dursley parloteaba alegremente mientras instalaba al ruidoso Dudley en la silla alta.",[trabajo in English],[English translation]
